user_id,timestamp,opinion
0,0,0.3563907664388911
1,0,1.4817081924679691
2,0,0.8311176681846266
3,0,-0.07265351114497387
4,0,-0.609446431653188
5,0,0.5303958545697094
6,0,-0.9377952541387804
7,0,1.6689731033391855
8,0,1.1910717610033323
9,0,-0.23400668158239224
10,0,-1.3939129110264072
11,0,1.1101670786382782
12,0,0.1234137583750815
13,0,0.7187482998231842
14,0,-1.1921000965030584
15,0,-0.5504657401032702
16,0,-0.036751053275775346
17,0,0.31790354383485847
18,0,-0.19159258331780293
19,0,0.4884555235626326
20,0,-1.1119384099074512
21,0,0.06289142864839813
22,0,0.22852446254973868
23,0,0.9939324116149719
24,0,0.5541054990383741
25,0,-0.8536256725612139
26,0,-1.0583992958118347
27,0,1.499954971144728
28,0,0.23466072080007253
29,0,-0.5376473471308231
30,0,1.4783868908186024
31,0,0.0680369850399169
32,0,0.7202764711079289
33,0,0.10870844208555606
34,0,1.8868321290847332
35,0,1.2232678558735472
36,0,-0.16926846658043693
37,0,0.5763096209509594
38,0,0.7033187907512461
39,0,0.6366601091065872
40,0,-1.002143670591355
41,0,0.6607862357666645
42,0,1.788767191611067
43,0,-1.4240569074004696
44,0,-1.1631422682329382
45,0,-1.081228257811644
46,0,-0.8414628258394516
47,0,0.10603931635302893
48,0,1.3435769869485603
49,0,-0.06698516513245498
50,0,1.0831273780856234
51,0,-0.8552176959023289
52,0,-1.2895352816744885
53,0,-0.18113103896143068
54,0,-0.10648074813872832
55,0,0.1515975706137309
56,0,-1.4914575263595051
57,0,-0.0911716343840788
58,0,-0.28658089423919253
59,0,0.2563718199192308
60,0,-0.20718197198224447
61,0,-1.0987276395605334
62,0,-0.4457562149380326
63,0,-0.7877499540134488
64,0,-0.1093232118989051
65,0,0.896072138391977
66,0,-1.4398469485178385
67,0,0.9344082096376751
68,0,-0.41998632928617796
69,0,-0.5220032004551735
70,0,-0.06681174414676337
71,0,-0.6533536971865606
72,0,-0.3400288103168052
73,0,-0.6509739447725125
74,0,1.6937354951705252
75,0,0.3381155305667764
76,0,-0.5158149603949159
77,0,0.4095314015903404
78,0,-0.09229898149100685
79,0,0.337082880775207
80,0,0.25170006789147925
81,0,1.1943427084682605
82,0,-0.40541974797299973
83,0,-1.064877260374777
84,0,-0.1232533288939359
85,0,-2.2366532331390356
86,0,-0.9370978013007665
87,0,0.8691793361970758
88,0,1.213999018879869
89,0,-0.807137472505079
90,0,0.21697367825977412
91,0,-0.5774918665400472
